codgeo;libgeo;p21_pop
52371;Oudincourt;138
71537;Thil-sur-Arroux;136
34073;Cers;2535
01411;Souclin;267
17126;Courcerac;307
25333;Laviron;350
80449;Ignaucourt;65
42068;Combre;417
01241;Meillonnas;1383
42148;Montchal;503
09210;Montoulieu;413
47180;Montagnac-sur-Auvignon;641
38382;Saint-Égrève;16995
67474;Soultz-sous-Forêts;3147
88151;Dompaire;1087
49120;Denée;1427
01203;Laiz;1299
77396;Rupéreux;100
58010;Arleuf;645
37266;Veigné;6568
29237;La Roche-Maurice;1838
78172;Conflans-Sainte-Honorine;35926
35035;Bovel;593
33419;Saint-Hilaire-du-Bois;80
89310;La Postolle;145
09206;Montferrier;549
26207;Montmiral;672
42182;Renaison;3200
39254;Gillois;133
32069;Cadeillan;71
27517;Saint-Aubin-sur-Gaillon;2176
74171;Massongy;1616
33247;Listrac-de-Durèze;150
76699;Le Torp-Mesnil;456
32169;Labarthe;146
69055;Les Chères;1506
57098;Bourgaltroff;231
02126;Brunehamel;453
37096;Dierre;628
10020;Avant-lès-Marcilly;499
21498;Posanges;50
76025;Argueil;348
61389;Sainte-Gauburge-Sainte-Colombe;1017
60513;Précy-sur-Oise;3259
62426;Héninel;188
43123;Lorlanges;410
85054;La Chapelle-Hermier;1022
70575;Voray-sur-l'Ognon;870
23147;Nouzerolles;95
14524;Putot-en-Auge;307
50551;Saint-Sauveur-le-Vicomte;2062
55512;Tilly-sur-Meuse;279
01342;Sainte-Croix;547
27434;Noards;57
47103;Fréchou;226
43133;Mercoeur;145
89298;Piffonds;592
60652;Valdampierre;902
69268;Vourles;3374
62274;Dourges;5997
16318;Saint-Front;361
83007;Aups;2317
18076;Coust;444
88358;Pouxeux;1959
2B037;Biguglia;7654
80516;Marquaix;189
54565;Vigneulles;232
88431;Saint-Paul;154
70218;Esmoulins;130
62366;Gauchin-Légal;304
86156;Messemé;240
39297;Longchaumois;1130
43025;Beauzac;2971
08156;Éteignières;482
81144;Lescure-d'Albigeois;4589
12265;Sébrazac;528
02071;Berny-Rivière;641
62789;Senlecques;262
52475;Sommancourt;56
07195;La Rochette;63
72101;Courcemont;677
971128;Sainte-Anne;24281
30041;Blauzac;1228
43121;Léotoing;212
50556;Sainte-Suzanne-sur-Vire;702
77278;Marolles-en-Brie;412
57635;Schalbach;374
51199;Cuchery;408
29142;Lothey;464
64239;Gerderest;139
25018;Anteuil;605
16382;Torsac;708
58159;Marigny-sur-Yonne;191
49247;La Possonnière;2456
76437;Meulers;570
62071;Bailleul-lès-Pernes;408
77385;Rebais;2289
82022;Bourg-de-Visa;381
31059;Belbèze-en-Comminges;113
81181;Montpinier;189
54155;Deuxville;395
89374;Sambourg;68
2B156;Mausoléo;25
48072;Grèzes;222
68315;Soultz-Haut-Rhin;7027
35086;Combourtillé;613
95651;Vétheuil;877
19161;Perpezac-le-Blanc;442
63126;Le Crest;1290
45280;Saint-Gondon;1063
32046;Bernède;192
78620;Toussus-le-Noble;1157
71140;Collonge-la-Madeleine;43
87166;Saint-Martin-le-Vieux;895
72157;Lavardin;697
80161;Cahon;208
66070;Espira-de-Conflent;202
10417;Villemoiron-en-Othe;204
39214;Esserval-Tartre;123
60112;Brunvillers-la-Motte;354
37094;Cussay;565
93032;Gagny;40189
54579;Villers-sous-Prény;328
02209;Condé-en-Brie;675
27107;Bourneville;1343
57115;Brulange;97
19250;Salon-la-Tour;675
63440;Valbeleix;138
62460;Hubersent;269
43098;Freycenet-la-Tour;110
60241;Fontaine-Chaalis;328
24328;Piégut-Pluviers;1183
51254;Fontaine-Denis-Nuisy;232
07302;Saint-Vincent-de-Barrès;830
70334;Marnay;1525
24410;Saint-Front-la-Rivière;497
80788;Vergies;173
25432;Orchamps-Vennes;2169
43111;Landos;873
24551;Thiviers;2865
60130;Catenoy;1054
89335;Saint-Aubin-sur-Yonne;428
59459;Petite-Forêt;5058
2A282;Soccia;157
54574;Villers-la-Chèvre;557
13085;Roquefort-la-Bédoule;5861
79306;Saurais;185
64383;Mialos;139
25611;La Vèze;486
90084;Reppe;330
51603;Vélye;225
86078;Civray;2558
39050;Besain;156
54215;Frouard;6511
52289;Liffol-le-Petit;317
74045;Le Bouchet-Mont-Charvin;249
32181;Laguian-Mazous;247
14059;Benerville-sur-Mer;411
60240;Fontaine-Bonneleau;234
09019;Artigat;558
52453;Saint-Maurice;129
68072;Dietwiller;1417
09005;Aleu;126
54293;Landécourt;85
16364;Sauvagnac;66
85267;Sainte-Radégonde-des-Noyers;968
02736;Tartiers;164
07199;Rosières;1296
21015;Antigny-la-Ville;89
63435;Tourzel-Ronzières;199
81262;Saint-Marcel-Campes;220
24030;Beauregard-de-Terrasson;679
62363;Frévin-Capelle;387
34093;Dio-et-Valquières;149
63201;Luzillat;1154
43169;Saint-Austremoine;52
38536;Vernioz;1469
40334;Yzosse;380
41110;Langon;829
10194;Lévigny;92
57755;Xocourt;99
50435;Rocheville;595
71010;Antully;842
48157;Sainte-Hélène;100
24200;Grand-Brassac;538
68352;Volgelsheim;2702
71037;Bissy-sur-Fley;82
88253;Jeuxey;671
39492;Saint-Maur;221
14134;Canteloup;188
18286;Villequiers;452
50166;Doville;327
33255;Lucmau;245
07028;Beaulieu;526
30101;Deaux;650
64417;Nay;3224
07144;Loubaresse;47
17161;La Flotte;3017
33008;Arbis;500
61319;Origny-le-Roux;252
61266;Le Ménil-Guyon;81
19125;Marcillac-la-Croisille;830
89384;Senan;681
25195;Dannemarie-sur-Crète;1549
84017;Bédoin;3086
51028;Avenay-Val-d'Or;984
19193;Saint-Cirgues-la-Loutre;171
76697;Torcy-le-Grand;791
59539;Saint-Pierre-Brouck;984
33493;Saint-Yzans-de-Médoc;345
69161;Propières;481
31258;Lacaugne;241
64466;Rivehaute;271
64532;Tadousse-Ussau;72
18001;Achères;348
07042;Bourg-Saint-Andéol;7352
85297;Triaize;1036
65035;Artagnan;512
47062;Cauzac;414
54313;Létricourt;229
44133;Port-Saint-Père;3013
33125;Cissac-Médoc;2262
82183;Tréjouls;229
49007;Angers;157175
37240;Saunay;665
80361;Frettecuisse;72
08060;Bergnicourt;300
80669;Rethonvillers;341
85229;Saint-Hilaire-de-Voust;614
88245;Hurbache;300
09115;Esclagne;124
12150;Monteils;475
53036;Bouère;1069
51032;Bagneux;413
59466;Pont-à-Marcq;2883
07242;Saint-Gineis-en-Coiron;112
39039;La Barre;245
79009;Amuré;434
35090;Crevin;2814
13093;Saint-Estève-Janson;372
42280;Saint-Régis-du-Coin;412
02422;Lesquielles-Saint-Germain;797
33052;Les Billaux;1165
80626;Pissy;289
07109;Joannas;305
46030;Bio;333
26380;Gervans;545
45226;Neuvy-en-Sullias;1366
2A094;Corrano;74
76041;Autretot;1344
55416;Rarécourt;215
31340;Mervilla;294
71383;Saint-Albain;545
52386;Perthes;504
65215;Hagedet;43
31293;Lespinasse;2915
27142;Champenard;289
25597;Vellevans;241
33474;Saint-Selve;3578
46185;Martel;1636
63389;Saint-Quentin-sur-Sauxillanges;110
02306;La Ferté-Chevresis;514
60665;Venette;2808
86237;Saint-Pierre-d'Exideuil;763
56041;Cléguérec;2839
2B255;Quercitello;39
70152;Choye;475
73176;Montvalezan;722
60682;Villers-Saint-Frambourg;719
76018;Val-de-Saâne;1476
29295;Trémaouézan;502
33322;Le Pian-Médoc;7105
19182;Saint-Aulaire;764
38492;Sinard;714
49228;Noyant;5501
73170;Monthion;525
62315;Estréelles;345
54453;Rembercourt-sur-Mad;156
86133;Ligugé;3408
30277;Saint-Laurent-de-Carnols;517
17023;Aujac;373
28272;Mottereau;150
57006;Achen;976
53016;Bais;1215
14168;Colombières;205
80124;Bourseville;715
67293;Minversheim;684
80340;Fourcigny;201
64105;Béguios;266
03058;Chappes;241
16102;Cognac;18448
35292;Saint-Marc-le-Blanc;1588
54309;Lemainville;406
31071;Bois-de-la-Pierre;453
07286;Saint-Pierreville;516
45183;Lion-en-Beauce;128
71163;Curtil-sous-Buffières;92
37049;Chambourg-sur-Indre;1236
52429;Roches-sur-Marne;574
50496;Saint-Jean-le-Thomas;389
36009;Arthon;1219
64549;Uzein;1289
88424;Sainte-Marguerite;2271
02376;Hauteville;179
54300;Laneuveville-devant-Nancy;6551
80730;Saveuse;1076
69212;Saint-Jean-des-Vignes;479
91411;Les Molières;1896
51236;Les Essarts-le-Vicomte;136
25329;Laval-le-Prieuré;35
51627;Villeneuve-Renneville-Chevigny;325
56005;Arzon;2269
12048;Campouriez;339
27606;Saint-Symphorien;476
87194;Sussac;355
10132;Droupt-Sainte-Marie;249
15259;Vieillespesse;251
08208;Hannappes;132
76656;Saint-Victor-l'Abbaye;756
70229;Faymont;258
28299;Les Pinthières;161
22096;Landébia;447
89361;Saint-Maurice-Thizouaille;251
88017;Aulnois;172
63146;Égliseneuve-près-Billom;851
80232;Damery;228
78653;Vicq;381
30296;Saint-Roman-de-Codières;161
07030;Beauvène;204
80548;Millencourt-en-Ponthieu;349
2A212;Piana;463
36020;Bonneuil;75
55262;Juvigny-sur-Loison;258
45297;Saint-Père-sur-Loire;1025
2A284;Sollacaro;369
01112;Condamine;473
74134;Les Gets;1223
71425;Saint-Gilles;276
31255;Labroquère;322
971103;Baie-Mahault;30909
2A308;Sainte-Lucie-de-Tallano;381
14107;Bricqueville;155
2B339;Vallica;28
60671;Versigny;347
31070;Blajan;439
81218;Puygouzon;3540
45179;Lailly-en-Val;3098
65299;Marsac;225
59429;Neuville-sur-Escaut;2757
64100;Bassussarry;3301
63131;Culhat;1145
27249;Fontaine-Bellenger;1122
26235;Pierrelatte;13799
09331;Le Vernet;704
31452;Rieucazé;59
02600;Pierrepont;330
40085;Commensacq;429
21550;Saint-Germain-lès-Senailly;119
14248;Espins;248
11052;Brousses-et-Villaret;338
27666;La Vacherie;563
51451;Queudes;83
76322;Le Grand-Quevilly;25975
95154;Chennevières-lès-Louvres;306
09217;Niaux;153
57498;Neufchef;2621
24293;Monplaisant;279
28140;Épernon;5549
08030;Auge;58
57276;Guinglange;335
49334;Sermaise;336
52116;Chatenay-Vaudin;47
59045;Baives;163
62675;Quercamps;281
15026;Brezons;181
46068;Cénevières;173
13059;Meyrargues;3830
60635;Thiverny;1080
73097;Curienne;682
38256;Montferrat;1839
54028;Auboué;2652
87152;Saint-Jouvent;1659
40084;Clermont;749
86016;Avanton;2221
57613;Saint-Jean-de-Bassel;332
55535;Vaudoncourt;85
29211;Plouyé;652
21334;Lacanche;483
18175;Ourouer-les-Bourdelins;608
14353;Landes-sur-Ajon;451
27140;Chambray;401
64347;Lonçon;218
21004;Aignay-le-Duc;265
18027;Bengy-sur-Craon;650
38542;Veyssilieu;326
2B113;Ficaja;58
53040;Bourgon;621
52476;Sommerécourt;79
57015;Altviller;546
39378;Nanc-lès-Saint-Amour;765
26278;La Roche-sur-le-Buis;287
02211;Condé-sur-Suippe;327
58199;Onlay;159
51434;Plivot;746
62719;Rollancourt;277
61502;Vidai;82
72156;Lamnay;916
09320;Urs;26
69163;Quincieux;3549
44109;Nantes;323204
15183;Saint-Étienne-de-Carlat;130
62403;Hallines;1207
59630;Wahagnies;2605
59410;Mons-en-Baroeul;21467
48193;Vebron;219
72124;Écommoy;4808
59290;Haut-Lieu;386
51644;Vincelles;320
88231;Haréville;475
77319;Mortery;140
12268;Sénergues;424
62679;Questrecques;329
03007;Arpheuilles-Saint-Priest;365
80593;La Neuville-lès-Bray;256
42035;Cezay;211
06031;Cantaron;1285
43175;Saint-Cirgues;165
02423;Leuilly-sous-Coucy;436
51551;Somsois;196
81045;Les Cabannes;367
95682;Villiers-le-Sec;196
58166;Mhère;228
54219;Gellenoncourt;82
63347;Saint-Genès-du-Retz;462
53097;Évron;8508
72241;Montfort-le-Gesnois;2917
46196;Montamel;92
62606;Neuve-Chapelle;1419
57325;Hilsprich;832
63413;La Sauvetat;716
30305;Salindres;3648
33020;Auriolles;139
72375;Villaines-la-Gonais;523
28306;Pré-Saint-Martin;183
68124;Hausgauen;374
47071;Coulx;246
70486;Semmadon;110
63155;Estandeuil;498
80224;Cressy-Omencourt;124
69174;Les Sauvages;617
39172;Courtefontaine;261
66084;Fourques;1316
21462;Norges-la-Ville;945
2B136;Lama;150
11089;Cenne-Monestiés;410
73229;Saint-Christophe;530
21624;Tellecey;142
28068;Challet;434
57396;Lessy;771
24586;Villetoureix;902
72071;Château-du-Loir;5805
57239;Freybouse;435
15217;Saint-Victor;101
46169;Léobard;213
53029;Bierné;1263
08223;Herbeuval;123
07329;Valgorge;417
68174;Landser;1642
17089;La Chapelle-des-Pots;1003
57136;Chémery-les-Deux;580
80043;Authie;261
02446;Ly-Fontaine;118
65247;Arrayou-Lahitte;100
46013;Bach;196
37046;Céré-la-Ronde;420
38405;Saint-Joseph-de-Rivière;1245
80335;Foucaucourt-en-Santerre;238
88436;Saint-Stail;72
54576;Villers-le-Rond;122
02383;Homblières;1433
52094;Vals-des-Tilles;181
29173;Plonéis;2427
59348;Lieu-Saint-Amand;1461
70169;Confracourt;222
38190;Hières-sur-Amby;1149
24032;Beauronne;368
60677;Villembray;250
59070;Bermeries;378
35064;La Chapelle-de-Brain;1065
34122;Jonquières;558
27633;Les Thilliers-en-Vexin;495
93045;Les Lilas;23469
61324;Passais;1162
45324;Tigy;2422
16401;Vervant;147
32126;Estampes;162
65055;Ayros-Arbouix;345
27522;Saint-Christophe-sur-Condé;433
62365;Galametz;203
89087;Chassignelles;298
57696;Varsberg;970
53225;Saint-Germain-le-Guillaume;519
08219;Hauteville;122
41286;Villeporcher;147
22150;Le Merzer;961
02223;Courboin;302
74164;Marignier;6401
76670;Senneville-sur-Fécamp;881
88071;Bouzemont;49
10424;Villeret;64
07226;Saint-Clément;92
01206;Lantenay;270
76275;Fontenay;1743
61476;Suré;276
60412;Montagny-en-Vexin;680
39423;Plaisia;102
62402;Halinghen;312
30136;Junas;1178
76562;Saint-Aubin-le-Cauf;835
58204;Ourouër;532
86042;Buxeuil;913
44218;Villepot;683
24068;Le Buisson-de-Cadouin;1945
76314;Graimbouville;612
84052;Grambois;1214
78236;Flexanville;576
08081;Bogny-sur-Meuse;5006
27660;La Trinité-de-Réville;236
64109;Bénéjacq;1961
17225;Les Mathes;2179
77055;Brou-sur-Chantereine;4992
71272;Malay;206
76307;Gonneville-la-Mallet;1363
81010;Ambialet;470
29123;Lennon;789
72239;Poillé-sur-Vègre;598
61077;Cerisé;862
33089;Campugnan;513
02088;Bièvres;84
30220;Roquedur;265
03110;Espinasse-Vozelle;974
64424;Ordiarp;549
32062;Bourrouillan;170
34202;Pignan;8221
17099;Chepniers;674
21633;Thorey-sous-Charny;191
16048;Boisbreteau;127
39171;Courlaoux;1136
50177;Étienville;384
27701;Val-de-Reuil;12647
95598;Soisy-sous-Montmorency;18008
24176;Faurilles;35
68283;Rombach-le-Franc;780
50149;Couville;1207
2B303;San-Giuliano;764
21324;Jeux-lès-Bard;51
14179;Cordebugle;166
62699;Recques-sur-Hem;668
55253;Les Islettes;700
90096;Thiancourt;276
46032;Boissières;404
64086;Ayherre;1130
60489;Péroy-les-Gombries;1203
59366;Lynde;778
57141;Chicourt;89
48155;Saint-Germain-de-Calberte;470
71085;Change;221
67265;Lichtenberg;539
09315;Trémoulet;113
2B304;San-Lorenzo;140
70257;Fretigney-et-Velloreille;746
59177;Dompierre-sur-Helpe;859
44188;Saint-Philbert-de-Grand-Lieu;9388
70269;Girefontaine;33
60507;Pontoise-lès-Noyon;450
57417;Lostroff;70
25590;Vaudrivillers;79
66206;Le Tech;98
54124;Chazelles-sur-Albe;47
03016;Barberier;141
18167;Nohant-en-Graçay;294
65169;Estaing;94
65448;Tournous-Darré;83
60155;Cires-lès-Mello;3989
16105;Condéon;613
13057;Mas-Blanc-des-Alpilles;513
88160;Épinal;32285
22350;Tréduder;192
85005;Antigny;1043
25405;Montperreux;925
32302;Ornézan;213
31427;Pointis-Inard;927
16037;Bellon;137
65297;Mansan;40
24504;Saint-Sulpice-de-Roumagnac;286
14658;Saint-Sever-Calvados;4285
32342;Ricourt;49
57173;Desseling;101
77408;Saint-Fiacre;458
2A056;Campo;104
41205;Saint-Cyr-du-Gault;175
24415;Saint-Géraud-de-Corps;222
55069;Brabant-le-Roi;224
62646;Palluel;566
77447;Seine-Port;1824
44094;Mauves-sur-Loire;3312
34084;Corneilhan;1663
64059;Artigueloutan;1093
81179;Montgey;276
80296;L' Étoile;1156
24373;Saint-Aubin-de-Cadelech;347
03252;Saint-Pont;695
45185;Lombreuil;301
48081;Lanuéjols;352
73290;Termignon;2067
80163;Cambron;763
31230;Gratentour;4699
62299;Eps;244
45089;Chécy;8808
63083;Chanat-la-Mouteyre;939
09129;Galey;114
02759;La Vallée-au-Blé;362
30350;Le Vigan;3706
65024;Argelès-Bagnères;102
03256;Saint-Priest-en-Murat;213
95277;Gonesse;25963
63163;Gelles;936
43089;Espaly-Saint-Marcel;3547
51445;Pourcy;195
95543;Saint-Cyr-en-Arthies;237
33093;Capian;787
45348;Yèvre-la-Ville;680
71352;Le Planois;84
71060;Briant;229
47254;Saint-Martin-Curton;307
79140;Hanc;810
71084;Chânes;529
30221;Roquemaure;5526
07107;Jaujac;1259
14097;Bretteville-le-Rabet;300
21363;Magnien;318
38064;Cessieu;3244
64189;Ciboure;6033
78640;Vélizy-Villacoublay;22713
59405;Moeuvres;489
64171;Casteide-Cami;269
72172;Le Luart;1447
27694;Villez-sous-Bailleul;316
86262;Sillars;575
15086;Lacapelle-Barrès;58
43107;Josat;81
76632;Saint-Pierre-Bénouville;366
04102;Le Lauzet-Ubaye;195
42273;Saint-Pierre-la-Noaille;385
71484;Saint-Usuge;1240
06156;Venanson;185
06114;Saint-André-de-la-Roche;5782
08373;Rumigny;276
25470;La Prétière;158
75112;Paris 12e  Arrondissement;140954
46088;Douelle;829
32230;Mansencôme;44
59172;Denain;20640
81192;Murat-sur-Vèbre;871
61095;La Chapelle-Biche;532
62524;Longfossé;1506
80432;Herleville;193
01382;Sainte-Olive;331
70476;Saponcourt;72
02384;Houry;58
14303;Glos;924
59175;Dimont;303
24537;Siorac-de-Ribérac;254
79050;Bretignolles;594
76159;Cany-Barville;2947
17471;La Villedieu;205
17442;Thaims;377
77370;Poligny;778
32055;Bivès;126
77154;Dammartin-sur-Tigeaux;1249
76648;Saint-Saëns;2317
38228;Merlas;469
56144;Naizin;3415
62471;Inghem;1087
86014;Availles-en-Châtellerault;1735
91526;Roinvilliers;108
19203;Sainte-Fortunade;1788
74108;Duingt;1044
10136;Éguilly-sous-Bois;114
68087;Feldbach;468
19167;Confolent-Port-Dieu;41
50079;Breuville;401
02748;Trélou-sur-Marne;942
48036;Cassagnas;125
74208;Passy;11068
71160;Curbigny;305
01095;Chavannes-sur-Suran;832
74265;Serraval;732
54388;Mouacourt;73
50588;Tamerville;690
91099;Boutigny-sur-Essonne;2950
78220;Les Essarts-le-Roi;6775
77335;Chauconin-Neufmontiers;3655
24085;La Cassagne;153
74199;Nernier;411
33503;Saumos;548
86153;Mazerolles;871
80112;Bonnay;243
80251;Doudelainville;364
83064;Garéoult;5322
26375;Villefranche-le-Château;16
33439;Saint-Mariens;1628
11002;Airoux;176
71113;Châteauneuf;91
29166;Ploéven;518
71514;Sens-sur-Seille;428
85012;La Barre-de-Monts;2298
50479;Saint-Germain-de-Varreville;109
87135;Saint-Auvent;964
01225;Lurcy;393
47081;Dolmayrac;716
67093;Dieffenbach-lès-Woerth;347
50077;Bretteville;1014
54245;Haigneville;64
41003;Areines;587
65234;Jézeau;100
78104;Breuil-Bois-Robert;763
16180;Laprade;250
50422;Raids;200
77082;Champeaux;810
67268;Lipsheim;2670
68341;Uffheim;1040
42012;Bard;685
78486;Le Perray-en-Yvelines;6543
03071;Chavroches;256
05127;Rousset;172
13095;Saint-Marc-Jaumegarde;1247
69001;Affoux;395
52114;Châteauvillain;1543
19131;Meilhards;538
69035;Cenves;376
08349;Pure;551
26154;Lachau;227
08325;Noirval;25
17217;Macqueville;291
43062;Chaspuzac;823
80032;Assainvillers;124
54440;Puxe;117
66185;Saint-Michel-de-Llotes;357
32428;Sémézies-Cachan;58
33316;Pellegrue;900
55428;Réville-aux-Bois;128
61463;La Sauvagère;1735
64212;Espéchède;149
03095;Cusset;12909
60623;Songeons;946
01060;Brénod;518
40102;Gabarret;1279
01156;Faramans;877
34233;Roqueredonde;212
24445;Saint-Marcel-du-Périgord;141
82180;Sérignac;516
35281;Saint-Jacques-de-la-Lande;13656
09192;Miglos;122
09032;Ax-les-Thermes;1283
72279;Saint-Georges-de-la-Couée;161
62078;Balinghem;1225
11343;Saint-Gaudéric;112
25613;Viéthorey;92
53080;Couptrain;124
76510;Prétot-Vicquemare;232
54199;Flin;387
53103;Le Genest-Saint-Isle;2126
50237;La Haye-Pesnel;1262
87150;Saint-Hilaire-les-Places;820
79312;Séligné;114
30347;Vestric-et-Candiac;1342
25209;Échay;120
06163;Tende;2021
21097;Boussey;36
27455;Piencourt;166
89287;Paron;4824
15201;Saint-Martin-sous-Vigouroux;221
40263;Saint-Jean-de-Lier;409
64160;Cambo-les-Bains;6669
22016;Île-de-Bréhat;402
71523;Simard;1177
11056;Cabrespine;173
21064;Benoisey;101
81171;Montans;1544
21344;Lechâtelet;227
88027;Badménil-aux-Bois;139
83118;Saint-Raphaël;35950
44223;Geneston;3697
06124;Saint-Léger;52
02747;Trefcon;82
13081;Rognac;12175
59629;Vred;1311
88491;Les Vallois;121
62608;Neuville-Bourjonval;169
88525;Vroville;131
11265;Niort-de-Sault;38
33412;Saint-Germain-d'Esteuil;1315
06081;Le Mas;99
51118;Champigny;1586
65343;Ossen;237
57351;Jury;1338
91425;Montlhéry;8670
86270;Thollet;159
68202;Mertzen;192
21291;Genay;371
17219;Marennes;6175
18229;Saint-Palais;617
62108;Berck;13298
76514;Quévreville-la-Poterie;1032
45315;Sully-sur-Loire;5161
67214;Hurtigheim;1017
79244;Saint-Cyr-la-Lande;378
47010;Antagnac;220
24210;Hautefort;818
30168;Mialet;626
42192;Rozier-Côtes-d'Aurec;426
30104;Domessargues;755
33487;Saint-Vincent-de-Paul;997
28220;Luisant;6682
63417;Sayat;2491
80418;Hardecourt-aux-Bois;85
14378;Longueville;277
10232;Merrey-sur-Arce;325
21474;Pagny-la-Ville;413
21296;Gevrolles;171
62350;Fouquières-lès-Béthune;1115
61445;Saint-Pierre-d'Entremont;659
22371;Trémorel;1150
15211;Saint-Santin-Cantalès;288
80174;Le Cardonnois;74
30263;Saint-Hippolyte-du-Fort;3747
04181;Saint-Jeannet;47
11396;Trausse;603
51523;Sarcy;268
21471;Orret;14
24271;Milhac-de-Nontron;495
27624;Surville;868
44141;La Remaudière;1282
04025;Beauvezer;389
44117;Le Pallet;3335
08240;Justine-Herbigny;165
55489;Sivry-la-Perche;277
59344;Leval;2491
62122;Beugny;359
69125;Marcilly-d'Azergues;942
72300;Saint-Mars-la-Brière;2699
38080;Charancieu;758
